Access Format	Approved	Approved By	Bit Depth	Book Title	Camera Make	Camera Model	Cataloged	Cataloged By	Changed	Changed By	Client Name	Collection	Color Mode	Color Profile	Copyright	Created	Creator Application	Creator Mac	Creators	Date	Description	Description 	Description Writer	Directory Path	Duration	DVD Number	EXIF - Aperture	EXIF - Date Digitized	EXIF - Date Taken	EXIF - Exposure Bias	EXIF - Exposure Time	EXIF - F-Number	EXIF - Flash	EXIF - Focal Length	EXIF - ISO Speed	EXIF - Light Source	EXIF - Metering Mode	EXIF - Shutter Speed	EXIF - White Balance	Extension	File Size	File Type Mac	Filename	GPS - Altitude	GPS - Latitude	GPS - Longitude	Height	Horizontal Resolution	IPTC - Category	IPTC - City	IPTC - Copyright Info URL	IPTC - Copyright Notice	IPTC - Country	IPTC - Country Code	IPTC - Creator	IPTC - Creator Address	IPTC - Creator City	IPTC - Creator Country	IPTC - Creator Email	IPTC - Creator Job Title	IPTC - Creator Phone	IPTC - Creator Postal Code	IPTC - Creator State/Province	IPTC - Creator Web URL	IPTC - Credit	IPTC - Date Created	IPTC - Headline	IPTC - Instructions	IPTC - Intellectual Genre	IPTC - Location	IPTC - Rights Usage Terms	IPTC - Scene	IPTC - Source	IPTC - State/Province	IPTC - Subject Code	IPTC - Supplemental Categories	IPTC - Title	IPTC - Transmission Reference	IPTC - Urgency	Item ID	Job Name	Job Status	Keywords	License Agreement for Project	Licensed for Web	Modified	Movie - Audio Codec	Movie - Channels	Movie - Color Depth	Movie - Duration	Movie - FPS	Movie - Sample Rate	Movie - Sample Size	Movie - Video Codec	MS - Author	MS - Company	MS - Last Saved By	MS - Manager	MS - Subject	MS - Template	MS - Title	Number of Pages	Original/Preservation Format	Path	Photoshop Label	Photoshop Rating	Reference	Related Material	Routed To	Routing Notes	Short Filename Win	Thumbnail Size	Title	Type	Vertical Resolution	Volume	Watermark URL	Watermarked	Website	Width	Work Needed	Zone Mac
JPEG				Burned Books			16/12/2013 15:00:50	AutoSync	30/03/2014 02:17:15	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	16/12/2013 16:01:25	Adobe Photoshop CS6 (Windows)		Ken SmithBloodaxe Books	1981		Cover image depicts a fragment remain of a book from the Perdu Library that was burned down at the end of the ex-President Perdu's interregnum		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	3671 K	JPEG	BXB821-SMIBUR-01.jpg				2512	300.00		%G																														855			Ken SmithBurned Books	None	No	16/12/2013 15:59:46																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SMIBUR-01.jpg			BXB821-SMIBUR-01				e:\assets\BloodAxe\BLOODA~2\BXAFF1~1.JPG	256	Front cover of Burned Books	Image	300.00	assets$				1598		
JPEG				Fox Running			16/12/2013 15:00:50	AutoSync	30/03/2014 02:17:16	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	16/12/2013 16:01:25	Adobe Photoshop CS6 (Windows)		Ken SmithBloodaxe Books	1980		Cover image depicts the title and author of the book and a silhoetted fox		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	3836 K	JPEG	BXB821-SMIFOX-01.jpg				2091	300.00		%G																														856			Ken SmithFox Running	None	No	16/12/2013 15:59:49																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SMIFOX-01.jpg			BXB821-SMIFOX-01				e:\assets\BloodAxe\BLOODA~2\BXAF0C~1.JPG	256	Front cover of Fox Running	Image	300.00	assets$				2850		
JPEG				The Poet Reclining: Selected Poems 1962-1980			16/12/2013 15:00:51	AutoSync	30/03/2014 02:17:18	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	16/12/2013 16:01:26	Adobe Photoshop CS6 (Windows)		Cover image by Paul StangroomKen SmithBloodaxe Books	1982		Cover image depicts a drawng of a countryside and industrial landscape, by Paul Stangroom		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5521 K	JPEG	BXB821-SMIPOE-01.jpg				2601	300.00		%G																														857			Ken SmithThe Poet Reclining: Selected Poems 1962-1980The Poet Reclining	None	No	16/12/2013 15:59:52																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SMIPOE-01.jpg			BXB821-SMIPOE-01				e:\assets\BloodAxe\BLOODA~2\BXA3FB~1.JPG	256	Front cover of The Poet Reclining: Selected Poems 1962-1980	Image	300.00	assets$				1653		
JPEG				Complete Poems			16/12/2013 15:00:52	AutoSync	30/03/2014 02:17:22	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	16/12/2013 16:01:26	Adobe Photoshop CS6 (Windows)		Edith SodergranTranslated by David McDuffBloodaxe Books	1984		Cover image depicts a photograph of the poet Edith Sodergram, and her home - the Sodergram dacha at Raivola on the Finno-Russian border		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	3756 K	JPEG	BXB821-SODCOM-01.jpg				2581	300.00		%G																														858			Complete PoemsDavid McDuffEdith Sodergran	None	No	16/12/2013 15:59:54																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SODCOM-01.jpg			BXB821-SODCOM-01				e:\assets\BloodAxe\BLOODA~2\BXA77A~1.JPG	256	Front cover of Complete Poems	Image	300.00	assets$				1659		
JPEG				Selected Poems			16/12/2013 15:00:52	AutoSync	30/03/2014 02:17:25	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	16/12/2013 16:01:27	Adobe Photoshop CS6 (Windows)		Marin SorescuTranslated by Michael HamburgerBloodaxe Books	1983		Cover image depicts a photograph of the poet Marin Sorescu		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	3407 K	JPEG	BXB821-SORSEL-01.jpg				2512	300.00		%G																														859			Selected PoemsMarin SorescuMichael Hamburger	None	No	16/12/2013 15:59:57																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-SORSEL-01.jpg			BXB821-SORSEL-01				e:\assets\BloodAxe\BLOODA~2\BX9585~1.JPG	256	Front cover of Selected Poems	Image	300.00	assets$				1567		
JPEG				An Empty Room			16/12/2013 15:00:52	AutoSync	30/03/2014 02:17:27	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	16/12/2013 16:01:27	Adobe Photoshop CS6 (Windows)		Cover image by Martin WareLeopold StaffTranslated by Adam CzerniawskiBloodaxe Books	1983		Cover image depicts a drawing of a chair and a table, by Martin Ware		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	3807 K	JPEG	BXB821-STAEMP-01.jpg				2512	300.00		%G																														860			Adam CzerniawskiAn Empty RoomLeopold Staff	None	No	16/12/2013 15:59:59																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-STAEMP-01.jpg			BXB821-STAEMP-01				e:\assets\BloodAxe\BLOODA~2\BX1206~1.JPG	256	Front cover of An Empty Room	Image	300.00	assets$				1598		
JPEG				The Winter Festivals			16/12/2013 15:00:53	AutoSync	30/03/2014 02:18:04	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	16/12/2013 16:01:27	Adobe Photoshop CS6 (Windows)		Nigel WellsBloodaxe Books	1980		Cover image depicts thestatues of Fox Friar from a misericord in St Davids Cathedral		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	2192 K	JPEG	BXB821-WELWIN-01.jpg				2520	300.00		%G																														861			Nigel WellsThe Winter Festivals	None	No	16/12/2013 16:00:01																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-WELWIN-01.jpg			BXB821-WELWIN-01				e:\assets\BloodAxe\BLOODA~2\BX988F~1.JPG	256	Front cover of The Winter Festivals	Image	300.00	assets$				1577		
JPEG				Explaining Magnetism			17/12/2013 16:33:34	AutoSync	30/03/2014 02:04:35	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	17/12/2013 17:31:09	Adobe Photoshop CS6 (Windows)		Cover image by Cyril E PowerMaura DooleyBloodaxe Books	1992		Cover image depicts a linocut print titled Whence and Whither, by Cyril E Power		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5245 K	JPEG	BXB821-DOOEXP-01.jpg				2510	300.00		%G																														874			Maura DooleyExplaining Magnetism	None	No	17/12/2013 17:31:10																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-DOOEXP-01.jpg			BXB821-DOOEXP-01				e:\assets\BloodAxe\BLOODA~2\BXAFB0~1.JPG	256	Front cover of Explaining Magnetism	Image	300.00	assets$				1598		
JPEG				That Old-Time Religion			17/12/2013 16:33:34	AutoSync	30/03/2014 02:04:31	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	17/12/2013 17:31:06	Adobe Photoshop CS6 (Windows)		Cover image courtesy of the Aleppo MuseumPeter DidsburyBloodaxe Books	1994		Cover image depicts a Dignitary from a Sumerian mosiac panel (from Mari), courtesy of the Aleppo Museum		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6270 K	JPEG	BXB821-DIDTHA-01.jpg				2489	300.00		%G																														877			Peter DidsburyThat Old-Time Religion	None	No	17/12/2013 17:31:07																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-DIDTHA-01.jpg			BXB821-DIDTHA-01				e:\assets\BloodAxe\BLOODA~2\BX9D27~1.JPG	256	Front cover of That Old-Time Religion	Image	300.00	assets$				1588		
JPEG				My Black Horse: New and Selected Poems			17/12/2013 16:33:36	AutoSync	30/03/2014 02:13:17	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	17/12/2013 17:31:12	Adobe Photoshop CS6 (Windows)		Cover image by Lawrence GallagherTess GallagherBloodaxe Books	1995		Cover image depicts a photograph of the poet Tess Gallagher riding a horse, by Lawrence Gallagher		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5327 K	JPEG	BXB821-GALBLA-01.jpg				2705	300.00		%G																														878			My Black Horse: New and Selected PoemsTess Gallagher	None	No	17/12/2013 17:31:13																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-GALBLA-01.jpg			BXB821-GALBLA-01				e:\assets\BloodAxe\BLOODA~2\BX9750~1.JPG	256	Front cover of My Black Horse: New and Selected Poems	Image	300.00	assets$				1825		
JPEG				Violet			17/12/2013 16:33:36	AutoSync	30/03/2014 02:14:12	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	17/12/2013 17:31:16	Adobe Photoshop CS6 (Windows)		Cover image by Robert Dowling/CorbisSelima HillBloodaxe Books	1997		Cover image depicts a photograph titled White Indian Duck, by Robert Dowling/Corbis		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	4113 K	JPEG	BXB821-HILVIO-01.jpg				2510	300.00		%G																														879			Selima HillViolet	None	No	17/12/2013 17:31:17																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-HILVIO-01.jpg			BXB821-HILVIO-01				e:\assets\BloodAxe\BLOODA~2\BX9B43~2.JPG	256	Front cover of Violet	Image	300.00	assets$				1588		
JPEG				The Air Mines of Mistila			04/02/2014 11:15:41	nkg42	30/03/2014 02:13:35	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	17/12/2013 17:31:19	Adobe Photoshop CS6 (Windows)		Cover image by Kim LewisPhilip Gross and Sylvia KantarisBloodaxe Books	1988		Cover image depicts a painting of a mountain, by Kim Lewis		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	7465 K	JPEG	BXB821-GROAIR-01.jpg				2510	300.00		%G																														880			Philip GrossSylvia KantarisThe Air Mines of Mistila	None	No	17/12/2013 17:31:20																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-GROAIR-01.jpg			BXB821-KANAIR-01				e:\assets\BloodAxe\BLOODA~2\BX1106~2.JPG	256	Front cover of The Air Mines of Mistila	Image	300.00	assets$				1580		
JPEG				Tale of the Mayor's Son			17/12/2013 16:33:37	AutoSync	30/03/2014 02:15:45	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	17/12/2013 17:31:22	Adobe Photoshop CS6 (Windows)		Cover image by Paul McCaffreyGlyn MaxwellBloodaxe Books	1990		Cover image depicts a drawing of seated man and a woman holding a coffee cup, by Paul McCaffrey		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5962 K	JPEG	BXB821-MAXTAL-01.jpg				2510	300.00																																881			Glyn MaxwellTale of the Mayor's Son	None	No	17/12/2013 17:31:24																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-MAXTAL-01.jpg			BXB821-MAXTAL-01				e:\assets\BloodAxe\BLOODA~2\BX9FF3~1.JPG	256	Front cover of Tale of the Mayor's Son	Image	300.00	assets$				1608		
JPEG				Heart on the Left: Poems 1953-1984			17/12/2013 16:33:37	AutoSync	30/03/2014 02:15:54	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	17/12/2013 17:31:26	Adobe Photoshop CS6 (Windows)		Adrian MitchellCover image by Ralph SteadmanBloodaxe Books	1997		Cover image depicts a drawing of a mechanical elephant, by Ralph Steadman		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	4384 K	JPEG	BXB821-MITHEA-01.jpg				2658	300.00		%G																														882			Heart on the LeftHeart on the Left: Poems 1953-1984Ralph Steadman	None	No	17/12/2013 17:31:27																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-MITHEA-01.jpg			BXB821-MITHEA-01				e:\assets\BloodAxe\BLOODA~2\BX91E5~1.JPG	256	Front cover of Heart on the Left: Poems 1953-1984	Image	300.00	assets$				1800		
JPEG				Goodstone			17/12/2013 16:33:38	AutoSync	30/03/2014 02:17:59	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	17/12/2013 17:31:29	Adobe Photoshop CS6 (Windows)		Fred VossBloodaxe Books	1991		Cover image depicts three men in front of a grid with industrial buildings behind it		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5470 K	JPEG	BXB821-VOSGOO-01.jpg				2510	300.00		%G																														883			Fred VossGoodstone	None	No	17/12/2013 17:31:30																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-VOSGOO-01.jpg			BXB821-VOSGOO-01				e:\assets\BloodAxe\BLOODA~2\BXAF32~1.JPG	256	Front cover of Goodstone	Image	300.00	assets$				1577		
JPEG				Antigonick (Sophokles)			19/12/2013 11:23:45	AutoSync	30/03/2014 02:03:55	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	19/12/2013 12:26:52	Adobe Photoshop CS6 (Windows)		Cover image by Bianca StoneTranslated by Anne CarsonCover design by Robert CurrieBloodaxe BooksSophokles	2012		Cover image depicts an illustration by Bianca Stone		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	3043 K	JPEG	BXB821-CARNIC-01.jpg				2448	300.00		%G																														890			Anne CarsonAntigonick (Sophokles)Sophokles	None	No	19/12/2013 12:18:59																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-CARNIC-01.jpg			BXB821-CARNIC-01				e:\assets\BloodAxe\BLOODA~2\BX9765~1.JPG	256	Front cover of Antigonick (Sophokles)	Image	300.00	assets$				1832		
JPEG				The Winter Sleep of Captain Lemass			19/12/2013 11:23:45	AutoSync	30/03/2014 02:04:09	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	19/12/2013 12:26:53	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-PearceCover image by David DavisonHarry CliftonBloodaxe Books	2012		Cover image depicts a photograph of an adult and child holding hands whilst walking through a snowy landscape, by David Davison		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6594 K	JPEG	BXB821-CLIWIN-01.jpg				2714	300.00		%G																														891			Harry CliftonThe Winter Sleep of Captain Lemass	None	No	19/12/2013 12:19:03																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-CLIWIN-01.jpg			BXB821-CLIWIN-01				e:\assets\BloodAxe\BLOODA~2\BX1C02~1.JPG	256	Front cover of The Winter Sleep of Captain Lemass	Image	300.00	assets$				1822		
JPEG				Essential Poems from the Staying Alive Trilogy			19/12/2013 11:23:45	AutoSync	30/03/2014 02:03:19	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	19/12/2013 12:26:51	Adobe Photoshop CS6 (Windows)		Edited by Neil AstleyCover design by Neil Astley and Pamela Robertson-PearceCover image by Carles FargasBloodaxe BooksMary OliverDoris KarevaRumiFernando PessoaDenise LevertovEdip CanseverRuth StoneWislawa SzymborskaRita DoveMiroslav HolubJane KenyonLangston HughesRainer Maria RilkeJames WrightNina CassianBrendan KennellyJulius ChingonoC P CavafyStanley KunitzRobert FrostWilliam StafordToon TellegenMark DotyTomas TranstromerCzeslaw MiloszElizabeth BishopLouis MacNeiceDerek MahonJohn BurnsideLars GustafssonKen SmithPhilip LevineSeamus HeaneyAnne StevensonKate ClanchyAnna T SzaboThomas LuxGalway KinnellAlden NowlanSharon OldsGjertrud SchnackenbergHelen DunmoreEdwin MorganKim AddonizioU A FanthorpeAlan DuganAlice OswaldPhilip LarkinDerek WalcottDennis O'DriscollKerry HardieR S ThomasAgha Shahis AliT S EliotLi-Young LeePablo NerudaMichael DonaghyJaan KaplinskiYehuda AmichaiLes MurrayNaomi Shihab NyeDana GioiaJane HirshfieldMourid BarghoutiJack GilbertW H AudenGeoffrey HillMichael LongleyNorman MacCaigAdam ZagajewskiStephen DunnMichael CoadyNazim HikmetMohja KahfImtiaz DharkerDavid ConstantineJackie KayCharles CausleyRaymond CarverArundhathi Subramaniam	2012		Cover image depicts a photograph titled Mariona, by Carles Fargas		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5999 K	JPEG	BXB821-ASTESS-01.jpg				2295	300.00		%G																														892			Neil AstleyEssential Poems from the Staying Alive TrilogyMary OliverDoris KarevaRumiFernando PessoaDenise LevertovEdip CanseverRuth StoneWislawa SzymborskaRita DoveMiroslav HolubJane KenyonLangston HughesRainer Maria RilkeJames WrightNina CassianBrendan KennellyJulius ChingonoC P CavafyStanley KunitzRobert FrostWilliam StafordToon TellegenMark DotyTomas TranstromerCzeslaw MiloszElizabeth BishopLouis MacNeiceDerek MahonJohn BurnsideLars GustafssonKen SmithPhilip LevineSeamus HeaneyAnne StevensonKate ClanchyAnna T SzaboThomas LuxGalway KinnellAlden NowlanSharon OldsGjertrud SchnackenbergHelen DunmoreEdwin MorganKim AddonizioU A FanthorpeAlan DuganAlice OswaldPhilip LarkinDerek WalcottDennis O'DriscollKerry HardieR S ThomasAgha Shahis AliT S EliotLi-Young LeePablo NerudaMichael DonaghyJaan KaplinskiYehuda AmichaiLes MurrayNaomi Shihab NyeDana GioiaJane HirshfieldMourid BarghoutiJack GilbertW H AudenGeoffrey HillMichael LongleyNorman MacCaigAdam ZagajewskiStephen DunnMichael CoadyNazim HikmetMohja KahfImtiaz DharkerDavid ConstantineJackie KayCharles CausleyRaymond CarverArundhathi Subramaniam	None	No	19/12/2013 12:26:08																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-ASTESS-01.jpg			BXB821-ASTESS-01				e:\assets\BloodAxe\BLOODA~2\BXA70D~1.JPG	256	Front cover of Essential Poems from the Staying Alive Trilogy	Image	300.00	assets$				1465		
JPEG				Finding a Leg to Stand on: New and Selected Poems			19/12/2013 11:23:45	AutoSync	30/03/2014 02:03:35	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	19/12/2013 12:26:51	Adobe Photoshop CS6 (Windows)		Connie BensleyCover image by Katherine CuthbertCover design by Neil Astley and Pamela Robertson-PearceBloodaxe Books	2012		Cover image depicts a painting titled Lovers, Queen's Gate SW7, by Katherine Cuthbert		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6031 K	JPEG	BXB821-BENFIN-01.jpg				2473	300.00		%G																														893			Connie BensleyFinding a Leg to Stand OnFinding a Leg to Stand On: New and Selected Poems	None	No	19/12/2013 12:18:56																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-BENFIN-01.jpg			BXB821-BENFIN-01				e:\assets\BloodAxe\BLOODA~2\BX97B0~1.JPG	256	Front cover of Finding a Leg to Stand on: New and Selected Poems	Image	300.00	assets$				1558		
JPEG				Everything Begins Elsewhere			19/12/2013 11:23:47	AutoSync	30/03/2014 02:04:39	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	19/12/2013 12:26:53	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-PearceCover image by Madhu ReddyTishani DoshiBloodaxe Books	2012		Cover image depicts a photograph of a set of stairs with photographs hanging on the wall, by Madhu Reddy		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	7743 K	JPEG	BXB821-DOSEVE-01.jpg				2693	300.00		%G																														894			Everything Begins ElsewhereTishani Doshi	None	No	19/12/2013 12:19:07																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-DOSEVE-01.jpg			BXB821-DOSEVE-01				e:\assets\BloodAxe\BLOODA~2\BXA9A0~1.JPG	256	Front cover of Everything Begins Elsewhere	Image	300.00	assets$				1801		
JPEG				The Farewell Glacier			19/12/2013 11:23:48	AutoSync	30/03/2014 02:04:41	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	19/12/2013 12:26:54	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-PearceCover image by Deborah WarnerNick DrakeBloodaxe Books	2012		Cover image depicts a photograph titled Nick Drake in the Arctic, by Deborah Warner		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	7329 K	JPEG	BXB821-DRAFAR-01.jpg				2693	300.00		%G																														895			Nick DrakeThe Farewell Glacier	None	No	19/12/2013 12:19:11																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-DRAFAR-01.jpg			BXB821-DRAFAR-01				e:\assets\BloodAxe\BLOODA~2\BX06C6~1.JPG	256	Front cover of The Farewell Glacier	Image	300.00	assets$				1811		
JPEG				The Malarkey			19/12/2013 11:23:48	AutoSync	30/03/2014 02:04:47	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	19/12/2013 12:26:55	Adobe Photoshop CS6 (Windows)		Cover image by Odilon RedonHelen DunmoreCover design by Neil Astley and Pamela Robertson-PearceBloodaxe Books	2012		Cover image depicts a painting titled Flower Clouds, by Odilon Redon		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6566 K	JPEG	BXB821-DUNMAL-01.jpg				2502	300.00		%G																														896			Helen DunmoreThe Malarkey	None	No	19/12/2013 12:19:15																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-DUNMAL-01.jpg			BXB821-DUNMAL-01				e:\assets\BloodAxe\BLOODA~2\BX924B~1.JPG	256	Front cover of The Malarkey	Image	300.00	assets$				1618		
JPEG				Murmur			19/12/2013 11:23:48	AutoSync	30/03/2014 02:04:58	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	19/12/2013 12:26:56	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-PearceCover image by Kati HornaMenna ElfynBloodaxe Books	2012		Cover image depicts a photograph titled Staircase to the Cathedral, by Kati Horna		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5301 K	JPEG	BXB821-ELFMUR-01.jpg				2499	300.00		%G																														897			Menna ElfynMurmur	None	No	19/12/2013 12:19:18																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-ELFMUR-01.jpg			BXB821-ELFMUR-01				e:\assets\BloodAxe\BLOODA~2\BX2A09~1.JPG	256	Front cover of Murmur	Image	300.00	assets$				1577		
JPEG				Nocturnes at Nohant: The Decase of Chopin and Sand			19/12/2013 11:23:49	AutoSync	30/03/2014 02:13:01	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	19/12/2013 12:26:57	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-PearceCover image by David BordesHelen FarishBloodaxe Books	2012		Cover image depicts a photograph titled Maison George Sand a Nohant, by David Bordes		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	6730 K	JPEG	BXB821-FARNOC-01.jpg				2510	300.00		%G																														898			Nocturnes at NohantNocturnes at Nohant: The Decase of Chopin and SandHelen Fish	None	No	19/12/2013 12:19:22																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-FARNOC-01.jpg			BXB821-FARNOC-01				e:\assets\BloodAxe\BLOODA~2\BXA7AB~1.JPG	256	Front cover of Nocturnes at Nohant: The Decase of Chopin and Sand	Image	300.00	assets$				1522		
JPEG				Omnesia (Alternative Text)			19/12/2013 11:23:50	AutoSync	06/02/2014 14:10:16	nkg42		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	20/12/2013 11:32:42	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-PearceW N HerbertCover image by Mark HusmannBloodaxe Books	2012		Cover image depicts an art work titled Flying Squid Express, by Mark Husmann		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5770 K	JPEG	BXB821-HEROMN-01.jpg				2514	300.00		%G																														899			Omnesia (Alternative Text)W N Herbert	None	No	19/12/2013 11:19:25																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-HEROMN-01.jpg			BXB821-HEROMN-01				e:\assets\BloodAxe\BLOODA~2\BXA04C~1.JPG	256	Front cover of Omnesia (Alternative Text)	Image	300.00	assets$				1567		
JPEG				Omnesia (Remix)			06/01/2014 14:51:56	nkg42	30/03/2014 02:14:00	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	19/12/2013 12:26:59	Adobe Photoshop CS6 (Windows)		Cover design by Neil Astley and Pamela Robertson-PearceCover image by Mark HusmannW N HerbertBloodaxe Books	2013		Cover image depicts an art work titled Flying Squid Express, by Mark Husmann		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	5210 K	JPEG	BXB821-HEROMX-01.jpg				2510	300.00		%G																														900			W N Herbert	None	No	19/12/2013 12:19:28																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-HEROMX-01.jpg			BXB821-HEROMX-01				e:\assets\BloodAxe\BLOODA~2\BXA45C~1.JPG	256	Front cover of Omnesia (Remix)	Image	300.00	assets$				1588		
JPEG				People Who Like Meatballs			19/12/2013 11:23:50	AutoSync	30/03/2014 02:14:10	AutoSync		Bloodaxe Books Collection	RGB		Bloodaxe Books and Author	19/12/2013 12:26:38	Adobe Photoshop CS6 (Windows)		Cover image by Steve BloomSelima HillCover design by Neil Astley and Pamela Robertson-PearceBloodaxe Books	2012		Cover image depicts a photograph of an elephant underwater, by Steve Bloom		\\lichfield\assets$\BloodAxe\BloodAxeBooks\																jpg	4369 K	JPEG	BXB821-HILPEO-01.jpg				2275	300.00		%G																														901			Selima HillPeople Who Like Meatballs	None	No	19/12/2013 12:19:32																1	TIFF	\\lichfield\assets$\BloodAxe\BloodAxeBooks\BXB821-HILPEO-01.jpg			BXB821-HILPEO-01				e:\assets\BloodAxe\BLOODA~2\BX9547~1.JPG	256	Front cover of People Who Like Meatballs	Image	300.00	assets$				1506		
